customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-000749,Male,1,Yes,Yes,51,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),63.09,3319.47,Yes
CUST-000750,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.39,2478.53,Yes
CUST-000751,Female,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,95.48,3917.22,No
CUST-000752,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,81.69,2496.83,Yes
CUST-000753,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),65.13,3989.43,No
CUST-000754,Female,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.51,3787.01,Yes
CUST-000755,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.07,5665.71,Yes
CUST-000756,Male,1,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.31,2583.06,No
CUST-000757,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),87.86,1690.78,Yes
CUST-000758,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,67.31,915.4,No
CUST-000759,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,73.55,759.41,No
CUST-000760,Female,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.47,1311.97,Yes
CUST-000761,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.77,2017.77,No
CUST-000762,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,86.57,5950.83,Yes
CUST-000763,Female,1,Yes,No,2,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,56.51,116.17,Yes
CUST-000764,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,91.98,93.37,Yes
CUST-000765,Male,1,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.62,4084.81,Yes
CUST-000766,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.03,1567.95,Yes
CUST-000767,Female,1,No,Yes,34,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,70.06,2392.1,No
CUST-000768,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.61,190.52,Yes
CUST-000769,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),77.36,383.43,No
CUST-000770,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,98.76,3935.3,Yes
CUST-000771,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),79.45,4067.41,Yes
CUST-000772,Female,0,Yes,No,64,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.69,4245.31,No
CUST-000773,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,65.82,2320.49,No
CUST-000774,Female,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,96.13,4625.84,Yes
CUST-000775,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.34,2011.14,Yes
CUST-000776,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,86.51,2708.45,Yes
CUST-000777,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),36.13,538.18,No
CUST-000778,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.98,5257.01,No
CUST-000779,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),70.07,70.2,No
CUST-000780,Female,0,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.52,1758.53,Yes
CUST-000781,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.55,747.92,Yes
CUST-000782,Female,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.5,1300.21,No
CUST-000783,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.62,1562.01,Yes
CUST-000784,Male,0,Yes,Yes,25,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,60.95,1458.6,Yes
CUST-000785,Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,88.68,4325.3,Yes
CUST-000786,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.64,1949.98,Yes
CUST-000787,Male,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.14,2336.46,Yes
CUST-000788,Female,0,Yes,No,36,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.42,2432.12,No
CUST-000789,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),80.68,620.62,No
CUST-000790,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.11,2654.98,Yes
CUST-000791,Male,0,Yes,No,71,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,65.42,4576.79,Yes
CUST-000792,Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),73.32,3808.16,No
CUST-000793,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.44,440.04,No
CUST-000794,Female,0,Yes,No,34,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2316.66,No
CUST-000795,Male,1,Yes,Yes,25,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,71.65,1836.09,No
CUST-000796,Male,0,No,Yes,12,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.97,1030.11,Yes
CUST-000797,Female,1,Yes,Yes,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),98.73,6365.04,No
CUST-000798,Male,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3088.14,Yes
CUST-000799,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),86.87,4163.27,Yes
CUST-000800,Male,0,No,No,50,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),63.69,3153.07,No
CUST-000801,Male,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),92.11,2059.87,No
CUST-000802,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,83.15,2138.38,No
CUST-000803,Female,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.24,5216.14,No
CUST-000804,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.04,2170.63,No
CUST-000805,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,91.67,3267.53,Yes
CUST-000806,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,86.45,3445.57,Yes
CUST-000807,Female,1,Yes,Yes,0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,65.27,63.42,No
CUST-000808,Male,1,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,69.36,991.89,Yes
CUST-000809,Male,0,No,Yes,0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,59.9,61.91,Yes
CUST-000810,Female,1,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.69,2343.83,No
CUST-000811,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,71.19,5058.71,No
CUST-000812,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,79.31,846.81,Yes
CUST-000813,Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,83.43,1743.07,Yes
CUST-000814,Male,0,No,Yes,25,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.79,1764.49,Yes
CUST-000815,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.9,4609.55,No
CUST-000816,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.43,2217.85,Yes
CUST-000817,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.01,183.47,Yes
CUST-000818,Male,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.27,1513.33,No
CUST-000819,Female,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,69.34,664.06,No
CUST-000820,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.26,4181.86,Yes
CUST-000821,Male,0,Yes,No,62,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),80.44,5130.31,Yes
CUST-000822,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.16,351.72,Yes
CUST-000823,Male,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.56,4391.67,Yes
CUST-000824,Female,1,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.78,4785.85,Yes
CUST-000825,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),61.89,182.59,Yes
CUST-000826,Male,1,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.52,536.14,Yes
CUST-000827,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,80.04,989.02,Yes
CUST-000828,Female,0,No,No,64,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.46,4037.82,No
CUST-000829,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,84.96,4571.69,No
CUST-000830,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.98,822.96,No
CUST-000831,Male,0,No,Yes,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),103.19,4015.18,Yes
CUST-000832,Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.2,860.14,Yes
CUST-000833,Male,1,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,61.73,1813.05,Yes
CUST-000834,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.75,1554.67,No
CUST-000835,Female,1,No,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),39.52,563.12,Yes
CUST-000836,Female,0,No,No,55,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.72,4063.35,Yes
CUST-000837,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),94.08,6796.6,Yes
CUST-000838,Male,0,Yes,Yes,71,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),64.18,4520.0,Yes
CUST-000839,Male,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),50.74,629.46,Yes
CUST-000840,Female,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.72,2734.14,Yes
CUST-000841,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,39.33,760.49,No
CUST-000842,Female,1,No,No,46,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,65.34,2886.04,Yes
CUST-000843,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.81,1837.74,No
CUST-000844,Male,0,No,No,28,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,74.8,2179.84,No
CUST-000845,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,64.54,630.65,No
CUST-000846,Male,0,Yes,No,40,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.75,3319.8,Yes
CUST-000847,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.05,1406.31,No
CUST-000848,Male,0,No,No,40,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,65.24,2705.79,No
CUST-000849,Female,0,No,No,24,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.88,1693.44,Yes
CUST-000850,Female,0,No,No,55,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.98,3428.37,No
CUST-000851,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),89.42,3858.72,Yes
CUST-000852,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,81.45,988.82,Yes
CUST-000853,Female,0,No,Yes,26,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,70.97,1834.62,Yes
CUST-000854,Male,0,No,No,48,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),56.18,2686.03,No
CUST-000855,Male,0,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,72.09,596.41,Yes
CUST-000856,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.11,2102.09,No
CUST-000857,Male,1,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.52,2080.95,Yes
CUST-000858,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),70.17,2169.74,No
CUST-000859,Female,0,Yes,Yes,37,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,72.06,2659.1,No
CUST-000860,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.94,4022.82,Yes
CUST-000861,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,70.65,1615.97,Yes
CUST-000862,Female,0,No,No,60,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),48.28,3034.11,Yes
CUST-000863,Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,89.9,88.67,No
CUST-000864,Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.71,2743.42,Yes
CUST-000865,Female,0,No,No,43,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.87,2709.23,Yes
CUST-000866,Female,0,Yes,No,17,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,69.27,1234.09,Yes
CUST-000867,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,76.98,4389.79,No
CUST-000868,Female,0,No,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.24,412.44,Yes
CUST-000869,Male,0,No,No,47,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,96.23,4474.17,No
CUST-000870,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),91.66,4414.04,No
CUST-000871,Male,0,No,No,57,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,51.99,2854.25,Yes
CUST-000872,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.71,1370.22,Yes
CUST-000873,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.34,293.67,No
CUST-000874,Male,0,No,No,42,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),68.33,2877.12,Yes
CUST-000875,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),93.71,6461.0,Yes
CUST-000876,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,85.62,4974.43,Yes
CUST-000877,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.23,1298.43,Yes
CUST-000878,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.43,1014.52,No
CUST-000879,Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.64,709.29,Yes
CUST-000880,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.16,5360.36,Yes
CUST-000881,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),97.02,3528.73,Yes
CUST-000882,Female,0,No,Yes,31,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.78,2377.16,Yes
CUST-000883,Male,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,91.79,91.68,No
CUST-000884,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.87,1785.42,Yes
CUST-000885,Female,1,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,105.59,3411.42,Yes
CUST-000886,Female,0,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,81.96,166.65,Yes
CUST-000887,Male,1,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,70.74,1030.13,No
CUST-000888,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.76,1839.01,No
CUST-000889,Male,0,Yes,Yes,54,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),63.1,3266.35,No
CUST-000890,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.75,3300.77,Yes
CUST-000891,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,79.08,4334.48,Yes
CUST-000892,Female,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),34.57,1836.73,No
CUST-000893,Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.89,1429.05,No
CUST-000894,Female,0,No,No,15,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,69.76,1041.0,Yes
CUST-000895,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.96,2590.73,Yes
CUST-000896,Female,0,No,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.31,2030.81,No
CUST-000897,Female,0,Yes,No,22,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,47.18,1010.72,No
CUST-000898,Male,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),68.42,3336.15,Yes
CUST-000899,Male,0,Yes,No,60,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,78.89,4666.14,Yes
CUST-000900,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),79.26,3142.12,Yes
CUST-000901,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,82.03,2921.05,Yes
CUST-000902,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),66.47,895.49,No
CUST-000903,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,86.27,2990.68,No
CUST-000904,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),61.21,181.35,Yes
CUST-000905,Male,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),71.08,562.23,Yes
CUST-000906,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),83.04,3332.52,Yes
CUST-000907,Male,0,Yes,No,15,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.04,938.14,Yes
CUST-000908,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,102.15,2513.85,No
CUST-000909,Male,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),62.81,1592.69,Yes
CUST-000910,Male,1,Yes,No,34,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.37,2501.73,No
CUST-000911,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.31,5631.67,Yes
CUST-000912,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.6,3081.62,Yes
CUST-000913,Male,0,No,No,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,94.96,5596.72,Yes
CUST-000914,Female,0,No,Yes,35,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.69,2426.89,Yes
CUST-000915,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,85.88,6000.21,Yes
CUST-000916,Male,0,No,Yes,72,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,65.13,4811.74,No
CUST-000917,Female,0,No,No,31,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,74.18,2257.0,Yes
CUST-000918,Female,0,Yes,No,55,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.92,3245.72,Yes
CUST-000919,Male,0,No,Yes,33,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,61.39,2048.39,Yes
CUST-000920,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,101.71,6420.29,No
CUST-000921,Female,1,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),27.83,1602.48,No
CUST-000922,Female,1,No,Yes,24,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,50.94,1190.62,Yes
CUST-000923,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.93,1731.09,Yes
CUST-000924,Male,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.27,5314.03,Yes
CUST-000925,Male,0,No,Yes,39,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,69.6,2841.02,No
